objid,ra,dec,hubble,petroR90_g,group
J11275120+44370988,171.96333,44.619411,Sb,11.54,train
J11295394+44355209,172.47475,44.597803000000006,Sb,10.67,train
J11300182+44410504,172.50758000000005,44.684733,Sb,25.05,train
J12245066+45154290,186.21108,45.261917,Sb,16.63,train
J13151387+44242648,198.80779,44.407356,Sb,8.67,train
J14160884+41285806,214.03683,41.482794,Sb,18.47,train
J14334835+40053894,218.45146,40.09415,Sb,11.0,train
J14485387+38460570,222.22446,38.76825,Sb,19.72,train
J15462998+32070218,236.62492000000003,32.117272,Sb,22.35,train
J10234122+41551197,155.92175,41.919992,Sb,34.45,train
J10561972+43451767,164.08217,43.754908,Sb,25.38,test_expert
J10554511+44104515,163.93796,44.179208,Sb,12.01,train
J13151575+45171664,198.81562,45.287956,Sb,10.63,valid
J13512947+43482314,207.87279,43.806428,Sb,10.75,train
J11525888+43351096,178.24533,43.586378,Sb,12.38,valid
J10252710+40262216,156.36292,40.439489,Sb,14.42,valid
J13042197+43483431,196.09154,43.809531,Sb,16.78,valid
J13064404+43391881,196.6835,43.655225,Sb,14.68,train
J10174174+40203897,154.42391999999995,40.344158,Sb,13.55,train
J13104234+44012782,197.67642,44.024394,Sb,11.04,train
J14225652+40250170,215.7355,40.417139,Sb,80.96,train
J10265162+41332173,156.71508,41.556036,Sb,14.05,train
J11112597+43542550,167.85821,43.907083,Sb,23.07,train
J11362122+44400187,174.08842,44.667186,Sb,14.02,train
J12222382+45033002,185.59925,45.058339,Sb,21.59,test_expert
J12384937+44573072,189.70571,44.958533,Sb,11.37,valid
J12404310+44545754,190.17958,44.915983,Sb,12.04,train
J13114040+44212590,197.91833,44.357194,Sb,11.05,train
J13170600+44082364,199.275,44.1399,Sb,17.03,train
J13501377+42444665,207.55737,42.746292,Sb,20.98,valid
J13560143+42330654,209.00596,42.551817,Sb,13.03,train
J12393544+45224029,189.89767,45.377858,Sb,11.31,train
J14540170+38392715,223.50708,38.657542,Sb,15.75,train
J15372473+33402046,234.35304,33.67235,Sb,58.02,valid
J10514928+43485538,162.95533,43.815383,Sb,12.4,test_expert
J12264820+45524009,186.70083,45.877803,Sb,16.371,train
J13064667+45164957,196.69446,45.280436,Sb,14.52,valid
J13120884+45104009,198.03683,45.177803,Sb,38.71,train
J13125948+45054962,198.24783,45.097117,Sb,10.26,valid
J14345278+40445282,218.71992000000003,40.748006,Sb,32.01,test_expert
J15084159+37341317,227.17329,37.570325,Sb,8.5,train
J15085508+37332972,227.2295,37.558256,Sb,4.84,train
J09203291+10360109,140.13711999999998,10.600303,Sb,3.83,test_expert
J09012457+10120063,135.35237,10.200175,Sb,27.33,train
J10232195+09561481,155.84146,9.937447,Sb,20.76,train
J10434740+10323035,160.9475,10.541764,Sb,13.71,test_expert
J10594190+10495949,164.92458,10.833192,Sb,19.4,test_expert
J10103135+10023257,152.63062,10.042381,Sb,18.93,train
J10441409+10523752,161.05871000000005,10.877089,Sb,12.29,train
J13265422+11334180,201.72592,11.561611,Sb,27.74,train
J10254314+10572125,156.42975,10.955903,Sb,13.26,valid
J12101193+12193235,182.54971,12.325653,Sb,19.45,train
J13054573+12030852,196.44054,12.052367,Sb,8.4,valid
J13272517+11530080,201.85487,11.883556,Sb,19.27,test_expert
J10394532+11384962,159.93883,11.647117,Sb,36.41,train
J11145228+12142309,168.71783,12.239747,Sb,10.05,train
J13184879+12234991,199.70329,12.397197,Sb,14.44,valid
J13212862+12201705,200.36925,12.338069,Sb,18.61,train
J13272265+12211680,201.84437,12.354667,Sb,16.171,train
J13290424+12141590,202.26767,12.23775,Sb,14.63,train
J13295069+12204564,202.46121,12.346011,Sb,10.65,train
J13300389+12103067,202.51621,12.175186,Sb,43.02,train
J13294286+12112453,202.42858,12.190147,Sb,11.98,valid
J10331033+11532599,158.29304,11.890553,Sb,16.89,train
J10432994+12051581,160.87475,12.087725,Sb,19.23,train
J10492635+12192915,162.35979,12.324764,Sb,10.19,valid
J11264466+12505431,171.68608,12.848419,Sb,11.97,train
J11523637+13115303,178.15153999999995,13.198064000000002,Sb,18.53,test_expert
J12174410+13101571,184.43375,13.171031,Sb,20.48,train
J12242674+13140035,186.11142,13.233431,Sb,77.86,valid
J13310888+12330314,202.787,12.550872,Sb,12.63,train
J10460828+12365896,161.5345,12.616378,Sb,34.1,valid
J11080935+13023764,167.03896,13.043789,Sb,13.62,train
J11270608+13141931,171.77533,13.238697,Sb,26.46,train
J12150537+13354103,183.77237,13.594731,Sb,30.04,valid
J12362272+13361030,189.09467,13.602861,Sb,25.16,test_expert
J11311344+40391129,172.80599999999995,40.653136,Sb,12.76,test_expert
J13291097+40054464,202.29571,40.095733,Sb,15.13,train
J10495104+39521649,162.46267,39.871247,Sb,8.53,train
J12455611+42024713,191.48379,42.046425,Sb,12.33,train
J13180432+41173464,199.518,41.292956,Sb,23.55,train
J11220740+41364607,170.53083,41.612797,Sb,9.38,train
J11353608+42023391,173.90033,42.04275300000001,Sb,19.26,train
J12451811+42243755,191.32546,42.410431,Sb,13.88,train
J12483747+42180777,192.15612,42.302158,Sb,13.71,train
J10480320+40455158,162.01333,40.764328000000006,Sb,25.5,train
J11375679+42375393,174.48662,42.631647,Sb,10.55,train
J11394347+42301649,174.93112,42.504581,Sb,11.41,train
J12065111+42594432,181.71296,42.995644,Sb,16.34,test_expert
J12371746+42513418,189.32275,42.859494,Sb,14.94,train
J12540021+42422003,193.50087,42.705564,Sb,11.15,train
J13104204+42170472,197.67517,42.284644,Sb,16.22,train
J13260320+41551652,201.51333,41.921256,Sb,13.03,valid
J12141895+43320699,183.57896,43.535275,Sb,7.97,train
J12354374+43171996,188.93225,43.288878,Sb,18.89,train
J13210523+42265565,200.27179,42.448792,Sb,11.07,test_expert
J13283557+42162108,202.14821,42.272522,Sb,12.26,train
J12384361+41330775,189.68171,41.552153,Sb,16.58,test_expert
J12183570+42005011,184.64875,42.013919,Sb,17.25,train
J12281591+42005055,187.06629,42.014042,Sb,11.31,train
J11281807+41382933,172.07529,41.641481,Sb,10.5,train
J12215731+42184610,185.48879,42.312806,Sb,16.93,train
J14103163+38533679,212.63179,38.893553,Sb,24.86,train
J14213191+38070634,215.38296,38.118428,Sb,13.25,test_expert
J14341662+37120264,218.56925,37.200733,Sb,9.69,test_expert
J11125800+41371853,168.24167,41.621814,Sb,15.09,train
J12503162+42333743,192.63175,42.560397,Sb,15.23,train
J14123813+39183661,213.15887,39.310169,Sb,22.21,train
J14125524+39184552,213.23017,39.312644,Sb,9.1,test_expert
J15015587+35162874,225.48279,35.27465,Sb,14.96,train
J11273028+42314700,171.87617,42.529722,Sb,5.89,test_expert
J11504694+43015174,177.69558,43.031039,Sb,10.81,valid
J11524595+43024168,178.19146,43.044911,Sb,7.46,train
J11542399+43050985,178.59996,43.086069,Sb,18.3,train
J12045792+43085867,181.24133,43.149631,Sb,18.93,train
J13324871+41521855,203.20296,41.871819,Sb,61.34,train
J11390588+43145063,174.7745,43.247397,Sb,16.65,train
J11514637+43252821,177.94321000000005,43.424503,Sb,17.56,valid
J13434053+41414492,205.91887,41.695811,Sb,21.62,train
J13450906+12122012,206.28775,12.205589,Sb,23.11,valid
J14090199+36192428,212.25829,36.323411,Sb,8.08,train
J14213810+35390195,215.40875,35.650542,Sb,16.59,test_expert
J14293401+35274304,217.39171,35.461956,Sb,33.59,valid
J14263772+36015444,216.65717,36.031789,Sb,16.0,valid
J14024536+38035764,210.689,38.066011,Sb,24.52,valid
J14282966+36290945,217.12358,36.485958,Sb,20.5,train
J15425460+06345573,235.7275,6.582147,Sb,26.63,train
J15414718+06365231,235.44658,6.614531,Sb,11.45,valid
J15591609+35433109,239.81704,35.72530300000001,Sb,22.9,train
J15324684+40132480,233.19517,40.223556,Sb,15.91,test_expert
J15581884+36531215,239.5785,36.886708,Sb,24.9,train
J15421548+39590139,235.5645,39.983719,Sb,27.42,valid
J17045990+23100857,256.24958,23.169047,Sb,12.76,train
J16024054+37213417,240.66892,37.359492,Sb,58.02,train
J16062973+36405442,241.62387,36.681783,Sb,16.13,train
J14564801+46300838,224.20004,46.50232800000001,Sb,8.17,train
J14001568+38301095,210.06533,38.503042,Sb,20.66,train
J14482675+34595298,222.11146,34.99805,Sb,24.18,train
J14031002+38460601,210.79175,38.768336,Sb,27.2,train
J14115344+38113784,212.97267,38.193844,Sb,13.85,valid
J14324635+36422908,218.19312,36.708078,Sb,25.68,train
J15120206+32545526,228.00858,32.91535,Sb,7.98,test_expert
J15183115+32233425,229.62979,32.392847,Sb,14.16,train
J15474596+28383014,236.9415,28.641706,Sb,19.86,valid
J13400274+40251531,205.01142,40.420919,Sb,14.16,train
J13443198+40142406,206.13325,40.240017,Sb,12.04,train
J14224668+37594291,215.6945,37.99525300000001,Sb,18.86,train
J14455166+36084332,221.46525,36.145367,Sb,18.79,train
J15351772+30481184,233.82383,30.803289000000003,Sb,22.14,train
J16012888+27043888,240.37033,27.077467,Sb,6.61,train
J16030026+27003695,240.75108,27.010264000000006,Sb,28.26,test_expert
J15034795+34505610,225.94979,34.848917,Sb,25.28,valid
J15202921+33011856,230.12171,33.021822,Sb,18.52,train
J16121790+25593083,243.07458,25.991897,Sb,16.96,valid
J16244497+23575395,246.18737,23.964986,Sb,10.45,train
J16301332+23041098,247.5555,23.069717,Sb,14.48,train
J16393080+21190093,249.87833,21.316925,Sb,19.02,test_expert
J16442307+20244685,251.09612,20.413014,Sb,41.02,test_expert
J15284425+32244629,232.18437000000003,32.412858,Sb,9.61,test_expert
J16005160+28062361,240.215,28.106558000000003,Sb,16.22,test_expert
J15291457+32493203,232.31071,32.825564,Sb,15.02,train
J15350608+35203445,233.77533,35.342903,Sb,14.43,train
J16352063+25082313,248.83596,25.139758,Sb,14.73,train
J16561563+20583496,254.06512,20.976378,Sb,53.28,train
J16211618+28282635,245.31742000000003,28.473986,Sb,19.39,test_expert
J16323380+26225060,248.14083,26.380722,Sb,13.0,test_expert
J16483377+23125402,252.14071,23.215006,Sb,9.91,train
J16532080+22003293,253.33667000000003,22.009147,Sb,5.87,test_expert
J16482176+23365285,252.09067,23.614681,Sb,29.39,train
J15485772+28442314,237.2405,28.739761,Sb,10.11,train
J15544851+27513718,238.70212,27.860328000000006,Sb,10.87,train
J15173452+33411943,229.39383,33.688731,Sb,29.69,train
J15453353+30085071,236.38971,30.147419,Sb,21.11,train
J16105913+26205703,242.74637,26.349175,Sb,74.62,valid
J16474367+20154834,251.93196,20.263428,Sb,14.74,train
J16512952+19245983,252.873,19.416619,Sb,9.86,train
J15415086+31003730,235.46192,31.010361,Sb,10.13,valid
J15595603+33593194,239.98346,33.992206,Sb,12.67,test_expert
J16493304+24185661,252.38767,24.315725,Sb,11.82,valid
J15501203+35583688,237.55012,35.976911,Sb,18.66,train
J16092416+33000076,242.35067,33.000211,Sb,13.82,train
J16173757+31210095,244.40654,31.350264000000006,Sb,15.31,test_expert
J16233172+30411414,245.88217000000003,30.687261,Sb,19.76,test_expert
J16292670+29322805,247.36125,29.541125,Sb,31.27,train
J14531510+45112228,223.31292,45.189522,Sb,15.78,valid
J15054360+44241784,226.43167000000003,44.404956,Sb,14.98,train
J15434091+39322528,235.92046,39.540356,Sb,23.92,test_expert
J15364305+41103398,234.17937,41.176106,Sb,10.62,train
J15320776+42130111,233.03233,42.216975,Sb,16.13,train
J16053464+32394086,241.39433,32.66135,Sb,25.89,train
J16381371+26165436,249.55712000000003,26.281767,Sb,24.06,train
J16401071+26060846,250.04462,26.10235,Sb,15.91,train
J16521299+23182756,253.05412,23.307656,Sb,21.75,train
J16053978+33193264,241.41575,33.325733,Sb,16.23,train
J16124906+31593528,243.20442000000003,31.993133,Sb,26.61,test_expert
J16155608+31242444,243.98367,31.406789,Sb,28.34,train
J16173180+31114015,244.3825,31.194486,Sb,35.83,test_expert
J16480678+24542518,252.02825,24.906994,Sb,61.95,valid
J16521298+23472692,253.05408,23.790811,Sb,16.36,test_expert
J16551058+23014094,253.79408,23.028039,Sb,45.8,test_expert
J16572861+22355755,254.36921,22.599319,Sb,19.65,test_expert
J16154461+31575020,243.93587,31.963944,Sb,23.07,train
J16330851+28375062,248.28546,28.630728,Sb,13.52,train
J16044560+34371166,241.19,34.619906,Sb,20.02,train
J12512906+13465442,192.87108,13.781783,Sb,25.63,valid
J13171807+15262222,199.32529,15.439506,Sb,16.22,train
J14023421+14330915,210.64254,14.552542,Sb,12.31,train
J15554656+08403082,238.944,8.675228,Sb,10.7,train
J15503512+09212772,237.64633,9.3577,Sb,8.18,test_expert
J14070820+12351763,211.78417,12.588231,Sb,7.23,train
J14040914+13040203,211.03808,13.067231,Sb,12.56,valid
J16445124+22215278,251.2135,22.364661,Sb,11.76,train
J13594342+36141723,209.93092,36.238119,Sb,15.87,train
J14160629+35202251,214.02621,35.339586,Sb,80.76,train
J14192131+35053175,214.83879,35.092153,Sb,25.89,test_expert
J14585692+31471201,224.73717,31.786669,Sb,33.61,train
J14101963+36022207,212.58179,36.039464,Sb,9.24,test_expert
J15054980+31402233,226.4575,31.672869,Sb,24.78,test_expert
J14154485+36104156,213.93687000000003,36.178211,Sb,24.54,train
J14161858+36125221,214.07742,36.214503,Sb,27.52,valid
J15034124+32185565,225.92183,32.315458,Sb,12.05,train
J14134919+37160878,213.45496,37.269106,Sb,11.74,train
J14323484+35575049,218.14517,35.964025,Sb,13.76,train
J16433787+21412859,250.90779,21.691275,Sb,13.35,train
J16401464+23011831,250.061,23.021753,Sb,37.76,valid
J16460198+21582945,251.50825,21.974847,Sb,5.52,train
J16454067+21491900,251.41946,21.821944,Sb,10.24,test_expert
J16473115+22133346,251.87979,22.225961,Sb,16.07,test_expert
J07345355+39455063,113.72312,39.76406400000001,Sb,19.6,valid
J07461172+43384615,116.54883,43.64615300000001,Sb,6.23,valid
J07444061+44083984,116.16921,44.1444,Sb,20.4,train
J07412190+44003767,115.34125,44.010464,Sb,31.14,train
J07481876+46102799,117.07817,46.174442,Sb,14.67,test_expert
J08062740+50571751,121.61417,50.954864,Sb,52.35,valid
J07554673+46545656,118.94471,46.915711,Sb,41.46,test_expert
J07582962+47391151,119.62342,47.653197,Sb,14.91,train
J07465981+46581751,116.74921,46.971531,Sb,15.74,train
J09534100+11122066,148.42083,11.205739,Sb,20.04,valid
J10010339+11274104,150.26412,11.4614,Sb,11.52,train
J10241392+12132965,156.058,12.224903,Sb,13.73,valid
J10255304+12423928,156.471,12.710911,Sb,16.38,train
J10334997+12524203,158.45821,12.878342,Sb,71.83,valid
J09465799+11521388,146.74161999999995,11.870522,Sb,15.95,test_expert
J09533710+12074528,148.40458,12.129244,Sb,14.27,train
J10131251+12392748,153.30212,12.657633,Sb,65.291,train
J10214730+12550916,155.44708,12.919211,Sb,15.47,test_expert
J10232336+13032152,155.84733,13.055978,Sb,30.98,train
J10171271+13113131,154.30296,13.192031,Sb,17.67,train
J09495065+12414277,147.46104,12.695214,Sb,31.82,train
J09595584+13023775,149.98266999999996,13.043819,Sb,2.42,train
J10234919+13570809,155.95496,13.952247,Sb,38.01,train
J08333624+08181538,128.401,8.304272000000001,Sb,6.79,valid
J13195250+14232508,199.96875,14.3903,Sb,9.33,train
J13080020+15010207,197.00083,15.017242,Sb,17.17,valid
J13213596+15191780,200.39983,15.321611,Sb,15.68,train
